Loja,Estado,Data da Venda,Produto,Marca,Categoria,Preço Unitário,Custo Unitário,Tamanho Pedido
São Paulo,São Paulo,2018-07-29,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-07-29,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Recife,Pernanbuco,2018-07-30,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-08-01,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-08-01,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Salvador,Bahia,2018-08-02,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-08-03,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-08-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Salvador,Bahia,2018-08-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Salvador,Bahia,2018-08-05,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Fortaleza,Ceara,2018-08-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Niterói,Rio de Janeiro,2018-08-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Rio de Janeiro,Rio de Janeiro,2018-08-07,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Rio de Janeiro,Rio de Janeiro,2018-08-09,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-08-10,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Rio de Janeiro,Rio de Janeiro,2018-08-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Goiânia,Goias,2018-08-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Recife,Pernanbuco,2018-08-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Curitiba,Paraná,2018-08-14,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Fortaleza,Ceara,2018-08-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Nova Iguaçu,Rio de Janeiro,2018-08-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Fortaleza,Ceara,2018-08-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Salvador,Bahia,2018-08-19,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Rio de Janeiro,Rio de Janeiro,2018-08-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Porto Alegre,Rio Grande do Sul,2018-08-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Campinas,São Paulo,2018-08-22,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-08-22,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Recife,Pernanbuco,2018-08-25,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Guarulhos,São Paulo,2018-08-28,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
São Paulo,São Paulo,2018-08-29,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Rio de Janeiro,Rio de Janeiro,2018-08-29,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-08-30,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Guarulhos,São Paulo,2018-08-31,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
São Paulo,São Paulo,2018-08-31,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Salvador,Bahia,2018-09-01,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Fortaleza,Ceara,2018-09-03,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
São Paulo,São Paulo,2018-09-03,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Guarulhos,São Paulo,2018-09-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Curitiba,Paraná,2018-09-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Fortaleza,Ceara,2018-09-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Recife,Pernanbuco,2018-09-05,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Niterói,Rio de Janeiro,2018-09-05,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Fortaleza,Ceara,2018-09-05,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
São Paulo,São Paulo,2018-09-05,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-09-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Belo Horizonte,Minas Gerais,2018-09-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-09-07,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Niterói,Rio de Janeiro,2018-09-07,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-09-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-09-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Guarulhos,São Paulo,2018-09-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Recife,Pernanbuco,2018-09-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Goiânia,Goias,2018-09-09,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Rio de Janeiro,Rio de Janeiro,2018-09-10,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Fortaleza,Ceara,2018-09-10,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Rio de Janeiro,Rio de Janeiro,2018-09-11,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-09-11,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
São Paulo,São Paulo,2018-09-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Goiânia,Goias,2018-09-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Campinas,São Paulo,2018-09-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-09-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-09-14,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Guarulhos,São Paulo,2018-09-14,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Rio de Janeiro,Rio de Janeiro,2018-09-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Rio de Janeiro,Rio de Janeiro,2018-09-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Belo Horizonte,Minas Gerais,2018-09-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Belo Horizonte,Minas Gerais,2018-09-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-09-17,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
São Paulo,São Paulo,2018-09-17,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-09-18,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-09-19,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Rio de Janeiro,Rio de Janeiro,2018-09-20,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Porto Alegre,Rio Grande do Sul,2018-09-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-09-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Goiânia,Goias,2018-09-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Belo Horizonte,Minas Gerais,2018-09-23,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Rio de Janeiro,Rio de Janeiro,2018-09-23,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Belo Horizonte,Minas Gerais,2018-09-24,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-09-24,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-09-24,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-09-24,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Guarulhos,São Paulo,2018-09-25,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Guarulhos,São Paulo,2018-09-25,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Niterói,Rio de Janeiro,2018-09-26,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Salvador,Bahia,2018-09-26,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-09-26,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
São Paulo,São Paulo,2018-09-27,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-09-28,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Curitiba,Paraná,2018-09-28,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Rio de Janeiro,Rio de Janeiro,2018-09-29,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Rio de Janeiro,Rio de Janeiro,2018-09-29,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Recife,Pernanbuco,2018-09-29,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Curitiba,Paraná,2018-09-30,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Guarulhos,São Paulo,2018-09-30,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-10-01,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-10-01,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
São Paulo,São Paulo,2018-10-03,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Curitiba,Paraná,2018-10-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Campinas,São Paulo,2018-10-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Recife,Pernanbuco,2018-10-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Rio de Janeiro,Rio de Janeiro,2018-10-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Fortaleza,Ceara,2018-10-07,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Curitiba,Paraná,2018-10-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Curitiba,Paraná,2018-10-10,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Fortaleza,Ceara,2018-10-10,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Rio de Janeiro,Rio de Janeiro,2018-10-10,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Recife,Pernanbuco,2018-10-11,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Recife,Pernanbuco,2018-10-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Fortaleza,Ceara,2018-10-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Guarulhos,São Paulo,2018-10-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Porto Alegre,Rio Grande do Sul,2018-10-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Rio de Janeiro,Rio de Janeiro,2018-10-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-10-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Curitiba,Paraná,2018-10-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Fortaleza,Ceara,2018-10-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Campinas,São Paulo,2018-10-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-10-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Rio de Janeiro,Rio de Janeiro,2018-10-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Belo Horizonte,Minas Gerais,2018-10-17,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Rio de Janeiro,Rio de Janeiro,2018-10-17,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Fortaleza,Ceara,2018-10-17,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Guarulhos,São Paulo,2018-10-18,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Recife,Pernanbuco,2018-10-18,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Rio de Janeiro,Rio de Janeiro,2018-10-18,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Fortaleza,Ceara,2018-10-18,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Niterói,Rio de Janeiro,2018-10-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Porto Alegre,Rio Grande do Sul,2018-10-22,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Recife,Pernanbuco,2018-10-22,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Salvador,Bahia,2018-10-22,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-10-22,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Curitiba,Paraná,2018-10-23,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Curitiba,Paraná,2018-10-26,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Belo Horizonte,Minas Gerais,2018-10-26,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Guarulhos,São Paulo,2018-10-28,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Fortaleza,Ceara,2018-10-29,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
São Paulo,São Paulo,2018-10-30,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-10-30,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-10-31,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Porto Alegre,Rio Grande do Sul,2018-10-31,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Belo Horizonte,Minas Gerais,2018-10-31,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-10-31,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Recife,Pernanbuco,2018-11-01,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Curitiba,Paraná,2018-11-01,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Rio de Janeiro,Rio de Janeiro,2018-11-01,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Curitiba,Paraná,2018-11-01,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Guarulhos,São Paulo,2018-11-02,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Recife,Pernanbuco,2018-11-02,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Rio de Janeiro,Rio de Janeiro,2018-11-03,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-11-03,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
São Paulo,São Paulo,2018-11-03,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Rio de Janeiro,Rio de Janeiro,2018-11-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Belo Horizonte,Minas Gerais,2018-11-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Porto Alegre,Rio Grande do Sul,2018-11-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Rio de Janeiro,Rio de Janeiro,2018-11-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Curitiba,Paraná,2018-11-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-11-07,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Salvador,Bahia,2018-11-07,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Goiânia,Goias,2018-11-07,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Fortaleza,Ceara,2018-11-07,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Niterói,Rio de Janeiro,2018-11-07,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Salvador,Bahia,2018-11-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Rio de Janeiro,Rio de Janeiro,2018-11-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Curitiba,Paraná,2018-11-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Belo Horizonte,Minas Gerais,2018-11-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Rio de Janeiro,Rio de Janeiro,2018-11-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Porto Alegre,Rio Grande do Sul,2018-11-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
São Paulo,São Paulo,2018-11-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Niterói,Rio de Janeiro,2018-11-09,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Salvador,Bahia,2018-11-10,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Curitiba,Paraná,2018-11-11,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Nova Iguaçu,Rio de Janeiro,2018-11-11,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Rio de Janeiro,Rio de Janeiro,2018-11-11,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Belo Horizonte,Minas Gerais,2018-11-11,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Goiânia,Goias,2018-11-11,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Guarulhos,São Paulo,2018-11-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Fortaleza,Ceara,2018-11-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Salvador,Bahia,2018-11-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Recife,Pernanbuco,2018-11-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Rio de Janeiro,Rio de Janeiro,2018-11-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Curitiba,Paraná,2018-11-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Niterói,Rio de Janeiro,2018-11-14,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Guarulhos,São Paulo,2018-11-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Recife,Pernanbuco,2018-11-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Salvador,Bahia,2018-11-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Rio de Janeiro,Rio de Janeiro,2018-11-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Recife,Pernanbuco,2018-11-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Niterói,Rio de Janeiro,2018-11-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Recife,Pernanbuco,2018-11-17,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Guarulhos,São Paulo,2018-11-17,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Guarulhos,São Paulo,2018-11-17,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
São Paulo,São Paulo,2018-11-18,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-11-18,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Recife,Pernanbuco,2018-11-19,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Belo Horizonte,Minas Gerais,2018-11-19,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Fortaleza,Ceara,2018-11-19,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Porto Alegre,Rio Grande do Sul,2018-11-19,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Curitiba,Paraná,2018-11-20,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-11-20,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Belo Horizonte,Minas Gerais,2018-11-20,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Recife,Pernanbuco,2018-11-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Goiânia,Goias,2018-11-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Rio de Janeiro,Rio de Janeiro,2018-11-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Rio de Janeiro,Rio de Janeiro,2018-11-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Fortaleza,Ceara,2018-11-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Recife,Pernanbuco,2018-11-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Curitiba,Paraná,2018-11-22,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-11-22,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Campinas,São Paulo,2018-11-23,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Guarulhos,São Paulo,2018-11-23,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Recife,Pernanbuco,2018-11-23,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Belo Horizonte,Minas Gerais,2018-11-24,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Recife,Pernanbuco,2018-11-24,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Recife,Pernanbuco,2018-11-25,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-11-25,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Salvador,Bahia,2018-11-25,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
São Paulo,São Paulo,2018-11-26,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Curitiba,Paraná,2018-11-27,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Rio de Janeiro,Rio de Janeiro,2018-11-27,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Recife,Pernanbuco,2018-11-27,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Porto Alegre,Rio Grande do Sul,2018-11-27,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Goiânia,Goias,2018-11-30,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-11-30,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Campinas,São Paulo,2018-11-30,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Rio de Janeiro,Rio de Janeiro,2018-11-30,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-11-30,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Recife,Pernanbuco,2018-12-01,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Porto Alegre,Rio Grande do Sul,2018-12-01,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
São Paulo,São Paulo,2018-12-03,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-12-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Campinas,São Paulo,2018-12-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Curitiba,Paraná,2018-12-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Curitiba,Paraná,2018-12-04,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Niterói,Rio de Janeiro,2018-12-05,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
São Paulo,São Paulo,2018-12-05,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-12-05,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-12-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Fortaleza,Ceara,2018-12-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
São Paulo,São Paulo,2018-12-06,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Porto Alegre,Rio Grande do Sul,2018-12-07,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Recife,Pernanbuco,2018-12-08,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Campinas,São Paulo,2018-12-09,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Nova Iguaçu,Rio de Janeiro,2018-12-09,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Fortaleza,Ceara,2018-12-10,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Campinas,São Paulo,2018-12-11,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-12-11,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Guarulhos,São Paulo,2018-12-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
São Paulo,São Paulo,2018-12-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Salvador,Bahia,2018-12-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Goiânia,Goias,2018-12-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
São Paulo,São Paulo,2018-12-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Fortaleza,Ceara,2018-12-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Belo Horizonte,Minas Gerais,2018-12-12,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
São Paulo,São Paulo,2018-12-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Curitiba,Paraná,2018-12-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Recife,Pernanbuco,2018-12-13,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Curitiba,Paraná,2018-12-14,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Rio de Janeiro,Rio de Janeiro,2018-12-14,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Salvador,Bahia,2018-12-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Salvador,Bahia,2018-12-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Recife,Pernanbuco,2018-12-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Salvador,Bahia,2018-12-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Fortaleza,Ceara,2018-12-15,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Curitiba,Paraná,2018-12-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Porto Alegre,Rio Grande do Sul,2018-12-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Niterói,Rio de Janeiro,2018-12-16,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Salvador,Bahia,2018-12-17,Smart Watch MI,Xiaomi,Smart Watch,1200,650,4
Rio de Janeiro,Rio de Janeiro,2018-12-18,Smart Watch MI,Xiaomi,Smart Watch,1200,650,2
Goiânia,Goias,2018-12-19,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
Goiânia,Goias,2018-12-19,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Rio de Janeiro,Rio de Janeiro,2018-12-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Belo Horizonte,Minas Gerais,2018-12-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Campinas,São Paulo,2018-12-21,Smart Watch MI,Xiaomi,Smart Watch,1200,650,3
Rio de Janeiro,Rio de Janeiro,2018-12-22,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
Belo Horizonte,Minas Gerais,2018-12-23,Smart Watch MI,Xiaomi,Smart Watch,1200,650,5
São Paulo,São Paulo,2018-12-23,Smart Watch MI,Xiaomi,Smart Watch,1200,650,1
