Produto,Categoria,Preco,Quantidade,DataVenda
iPhone 6S,Celular,1900,3,2018-07-20
Galaxy S10,Celular,4500,3,2018-07-20
Smart TV LED Full HD 55',Televisão,2000,3,2018-07-20
Samsung Dual Core,Notebook,1500,4,2018-07-20
Smart Watch MI,Smart Watch,1200,4,2018-07-20
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-20
Moto G7,Celular,1400,1,2018-07-20
Moto G7,Celular,1400,3,2018-07-20
Smart Watch Galaxy,Smart Watch,1450,1,2018-07-20
Galaxy S8,Celular,3000,3,2018-07-20
Aspire 5,Notebook,2400,2,2018-07-20
Smart Watch MI,Smart Watch,1200,2,2018-07-20
Smart Watch MI,Smart Watch,1200,4,2018-07-20
Câmera Digital Sony Cyber,Câmera,700,1,2018-07-20
Smart Watch MI,Smart Watch,1200,3,2018-07-20
Smart Watch Galaxy,Smart Watch,1450,4,2018-07-20
iPhone XS,Celular,6500,3,2018-07-20
Inspiron 15,Notebook,2300,2,2018-07-20
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-20
iPhone 6S,Celular,1900,1,2018-07-20
Smart TV LED Full HD 55',Televisão,2000,2,2018-07-21
Galaxy S8,Celular,3000,1,2018-07-21
Moto G7,Celular,1400,3,2018-07-21
Dell G7,Notebook,5500,1,2018-07-21
Câmera Digital Sony Cyber,Câmera,700,2,2018-07-21
Câmera Digital Sony Cyber,Câmera,700,5,2018-07-21
Câmera Coolpix L340,Câmera,1550,5,2018-07-21
Smart Watch MI,Smart Watch,1200,2,2018-07-21
Moto Z,Celular,1500,1,2018-07-21
Moto G7,Celular,1400,4,2018-07-21
Samsung Dual Core,Notebook,1500,1,2018-07-21
Galaxy S10,Celular,4500,2,2018-07-21
Moto Z,Celular,1500,1,2018-07-21
Câmera Digital Sony Cyber,Câmera,700,1,2018-07-21
iPhone XS,Celular,6500,4,2018-07-21
Galaxy J8,Celular,1100,3,2018-07-21
Moto G7,Celular,1400,3,2018-07-21
Moto Z,Celular,1500,2,2018-07-21
Smart TV 50' 4K,Televisão,2600,4,2018-07-21
Galaxy S8,Celular,3000,2,2018-07-21
Inspiron 15,Notebook,2300,3,2018-07-21
Aspire 5,Notebook,2400,4,2018-07-21
Galaxy S8,Celular,3000,3,2018-07-21
Câmera Digital Sony Cyber,Câmera,700,2,2018-07-21
Inspiron 15,Notebook,2300,4,2018-07-21
Smart TV 50' 4K,Televisão,2600,1,2018-07-21
Galaxy J8,Celular,1100,4,2018-07-21
TV LED 32',Televisão,1400,3,2018-07-21
Smart TV LED Full HD 55',Televisão,2000,3,2018-07-21
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-21
Moto G7,Celular,1400,5,2018-07-21
Câmera Coolpix L340,Câmera,1550,2,2018-07-21
Smart TV 50' 4K,Televisão,2600,4,2018-07-21
Smart TV 50' 4K,Televisão,2600,1,2018-07-21
Aspire 5,Notebook,2400,3,2018-07-21
iPhone 7,Celular,2500,5,2018-07-21
Smart TV 50' 4K,Televisão,2600,3,2018-07-21
Câmera Digital Sony Cyber,Câmera,700,3,2018-07-21
Smart Watch MI,Smart Watch,1200,3,2018-07-21
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-21
Apple Watch,Smart Watch,1750,1,2018-07-21
iPhone XS,Celular,6500,3,2018-07-21
Inspiron 15,Notebook,2300,2,2018-07-21
Smart TV LED Full HD 55',Televisão,2000,1,2018-07-22
Smart Watch MI,Smart Watch,1200,4,2018-07-22
Smart TV 50' 4K,Televisão,2600,4,2018-07-22
Aspire 5,Notebook,2400,1,2018-07-22
Aspire 5,Notebook,2400,1,2018-07-22
Moto G7,Celular,1400,2,2018-07-22
Câmera Digital Sony Cyber,Câmera,700,2,2018-07-22
Galaxy J8,Celular,1100,2,2018-07-22
Dell G7,Notebook,5500,1,2018-07-22
Smart TV 50' 4K,Televisão,2600,3,2018-07-22
Moto G7,Celular,1400,1,2018-07-22
Smart TV 75' 4K,Televisão,5200,4,2018-07-22
Galaxy S8,Celular,3000,3,2018-07-22
Smart TV LED Full HD 55',Televisão,2000,2,2018-07-22
Moto Z,Celular,1500,1,2018-07-22
Câmera Digital Sony Cyber,Câmera,700,5,2018-07-22
Smart Watch MI,Smart Watch,1200,5,2018-07-22
Câmera Digital Sony Cyber,Câmera,700,5,2018-07-22
Smart TV 50' 4K,Televisão,2600,4,2018-07-22
Aspire 5,Notebook,2400,3,2018-07-22
Tablet M10 Android,Tablet,2000,4,2018-07-22
Câmera Coolpix L340,Câmera,1550,5,2018-07-22
Samsung Dual Core,Notebook,1500,2,2018-07-22
Smart TV LED Full HD 55',Televisão,2000,4,2018-07-22
Smart Watch MI,Smart Watch,1200,5,2018-07-22
Moto Z,Celular,1500,3,2018-07-22
Smart TV 50' 4K,Televisão,2600,4,2018-07-22
Galaxy S10,Celular,4500,1,2018-07-22
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-22
Câmera Coolpix L340,Câmera,1550,4,2018-07-22
Inspiron 15,Notebook,2300,4,2018-07-22
Dell G7,Notebook,5500,3,2018-07-22
Smart TV 50' 4K,Televisão,2600,2,2018-07-22
Samsung Dual Core,Notebook,1500,5,2018-07-22
Smart TV LED Full HD 55',Televisão,2000,1,2018-07-22
Câmera Digital Sony Cyber,Câmera,700,5,2018-07-22
Tablet M10 Android,Tablet,2000,1,2018-07-22
Moto Z,Celular,1500,1,2018-07-22
iPhone XS,Celular,6500,2,2018-07-22
Câmera Coolpix L340,Câmera,1550,2,2018-07-22
Smart Watch MI,Smart Watch,1200,1,2018-07-22
Samsung Dual Core,Notebook,1500,4,2018-07-22
Câmera Digital Rebel T6,Câmera,1500,3,2018-07-23
Moto Z,Celular,1500,4,2018-07-23
Aspire 5,Notebook,2400,4,2018-07-23
Câmera Digital Rebel T6,Câmera,1500,4,2018-07-23
Smart TV 75' 4K,Televisão,5200,3,2018-07-23
Moto G7,Celular,1400,3,2018-07-23
iPhone XS,Celular,6500,1,2018-07-23
Smart Watch MI,Smart Watch,1200,5,2018-07-23
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-23
Moto G7,Celular,1400,4,2018-07-23
Aspire 5,Notebook,2400,4,2018-07-23
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-23
Câmera Digital Sony Cyber,Câmera,700,1,2018-07-23
Smart TV 50' 4K,Televisão,2600,1,2018-07-23
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-23
Galaxy S8,Celular,3000,1,2018-07-23
Moto G7,Celular,1400,5,2018-07-23
Galaxy S10,Celular,4500,4,2018-07-23
Smart TV 50' 4K,Televisão,2600,4,2018-07-23
Samsung Dual Core,Notebook,1500,2,2018-07-23
Smart Watch MI,Smart Watch,1200,3,2018-07-23
Câmera Digital Sony Cyber,Câmera,700,5,2018-07-23
Smart TV 50' 4K,Televisão,2600,2,2018-07-23
Dell G7,Notebook,5500,2,2018-07-23
Smart TV 75' 4K,Televisão,5200,5,2018-07-23
Galaxy S10,Celular,4500,2,2018-07-23
Apple Watch,Smart Watch,1750,5,2018-07-23
Câmera Digital Rebel T6,Câmera,1500,4,2018-07-23
Câmera Coolpix L340,Câmera,1550,1,2018-07-23
Smart TV LED Full HD 55',Televisão,2000,4,2018-07-24
Samsung Dual Core,Notebook,1500,3,2018-07-24
Moto Z,Celular,1500,2,2018-07-24
Câmera Digital Sony Cyber,Câmera,700,3,2018-07-24
iPhone 7,Celular,2500,3,2018-07-24
Dell G7,Notebook,5500,4,2018-07-24
Galaxy S8,Celular,3000,1,2018-07-24
Câmera Digital Sony Cyber,Câmera,700,1,2018-07-24
TV LED 32',Televisão,1400,2,2018-07-24
Câmera Digital Rebel T6,Câmera,1500,4,2018-07-24
Smart TV LED Full HD 55',Televisão,2000,5,2018-07-24
Câmera Coolpix L340,Câmera,1550,2,2018-07-24
Moto G7,Celular,1400,5,2018-07-24
Câmera Digital Sony Cyber,Câmera,700,3,2018-07-24
Smart TV 50' 4K,Televisão,2600,1,2018-07-24
Câmera Digital Rebel T6,Câmera,1500,5,2018-07-24
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-24
Galaxy S8,Celular,3000,5,2018-07-24
Câmera Digital Sony Cyber,Câmera,700,5,2018-07-24
Câmera Digital Sony Cyber,Câmera,700,5,2018-07-24
Smart TV 50' 4K,Televisão,2600,2,2018-07-24
iPhone 7,Celular,2500,4,2018-07-24
Inspiron 15,Notebook,2300,5,2018-07-24
Apple Watch,Smart Watch,1750,4,2018-07-24
Galaxy S10,Celular,4500,5,2018-07-24
Câmera Coolpix L340,Câmera,1550,5,2018-07-24
Câmera Digital Rebel T6,Câmera,1500,2,2018-07-24
Smart TV 75' 4K,Televisão,5200,2,2018-07-24
Moto Z,Celular,1500,2,2018-07-24
Aspire 5,Notebook,2400,2,2018-07-24
Inspiron 15,Notebook,2300,2,2018-07-24
Apple Watch,Smart Watch,1750,4,2018-07-24
Inspiron 15,Notebook,2300,1,2018-07-24
Smart TV 50' 4K,Televisão,2600,2,2018-07-24
Tablet M10 Android,Tablet,2000,2,2018-07-24
Câmera Digital Sony Cyber,Câmera,700,3,2018-07-24
Dell G7,Notebook,5500,1,2018-07-24
Inspiron 15,Notebook,2300,1,2018-07-24
Dell G7,Notebook,5500,5,2018-07-24
Aspire 5,Notebook,2400,2,2018-07-25
Câmera Digital Rebel T6,Câmera,1500,1,2018-07-25
Moto Z,Celular,1500,2,2018-07-25
TV LED 32',Televisão,1400,5,2018-07-25
Smart Watch MI,Smart Watch,1200,5,2018-07-25
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-25
Smart Watch MI,Smart Watch,1200,4,2018-07-25
Câmera Digital Sony Cyber,Câmera,700,2,2018-07-25
Aspire 5,Notebook,2400,1,2018-07-25
Galaxy S8,Celular,3000,2,2018-07-25
Smart Watch MI,Smart Watch,1200,2,2018-07-25
Inspiron 15,Notebook,2300,4,2018-07-25
Câmera Digital Rebel T6,Câmera,1500,5,2018-07-25
Galaxy S10,Celular,4500,1,2018-07-25
Smart Watch MI,Smart Watch,1200,1,2018-07-25
iPhone 7,Celular,2500,3,2018-07-25
Câmera Digital Rebel T6,Câmera,1500,5,2018-07-25
Smart TV 50' 4K,Televisão,2600,2,2018-07-25
iPhone XS,Celular,6500,3,2018-07-25
Aspire 5,Notebook,2400,4,2018-07-25
Smart TV 75' 4K,Televisão,5200,4,2018-07-25
Câmera Digital Rebel T6,Câmera,1500,1,2018-07-25
Smart TV 50' 4K,Televisão,2600,5,2018-07-25
Smart TV 50' 4K,Televisão,2600,4,2018-07-25
Moto G7,Celular,1400,1,2018-07-25
Smart TV 50' 4K,Televisão,2600,5,2018-07-25
Moto G7,Celular,1400,2,2018-07-25
Inspiron 15,Notebook,2300,5,2018-07-25
Inspiron 15,Notebook,2300,4,2018-07-25
Galaxy J8,Celular,1100,2,2018-07-26
Galaxy S8,Celular,3000,1,2018-07-26
Câmera Digital Sony Cyber,Câmera,700,1,2018-07-26
Dell G7,Notebook,5500,4,2018-07-26
Moto G7,Celular,1400,5,2018-07-26
Tablet M10 Android,Tablet,2000,3,2018-07-26
Smart TV 50' 4K,Televisão,2600,4,2018-07-26
Galaxy S8,Celular,3000,3,2018-07-26
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-26
iPhone 7,Celular,2500,4,2018-07-26
iPhone XS,Celular,6500,1,2018-07-26
Smart Watch MI,Smart Watch,1200,2,2018-07-26
Smart TV 50' 4K,Televisão,2600,4,2018-07-26
Dell G7,Notebook,5500,3,2018-07-26
Dell G7,Notebook,5500,5,2018-07-26
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-26
Moto G7,Celular,1400,2,2018-07-26
Câmera Coolpix L340,Câmera,1550,2,2018-07-26
Smart TV LED Full HD 55',Televisão,2000,2,2018-07-26
Moto G7,Celular,1400,1,2018-07-26
Câmera Coolpix L340,Câmera,1550,3,2018-07-26
Dell G7,Notebook,5500,1,2018-07-26
Dell G7,Notebook,5500,5,2018-07-26
Galaxy J8,Celular,1100,3,2018-07-26
Câmera Digital Sony Cyber,Câmera,700,1,2018-07-26
Dell G7,Notebook,5500,3,2018-07-26
Smart TV 75' 4K,Televisão,5200,5,2018-07-26
Dell G7,Notebook,5500,4,2018-07-26
Samsung Dual Core,Notebook,1500,2,2018-07-26
Smart TV 50' 4K,Televisão,2600,2,2018-07-27
Aspire 5,Notebook,2400,2,2018-07-27
Galaxy J8,Celular,1100,5,2018-07-27
Smart TV 50' 4K,Televisão,2600,5,2018-07-27
Câmera Digital Rebel T6,Câmera,1500,4,2018-07-27
TV LED 32',Televisão,1400,3,2018-07-27
iPhone 7,Celular,2500,3,2018-07-27
Smart Watch MI,Smart Watch,1200,4,2018-07-27
Smart TV 75' 4K,Televisão,5200,4,2018-07-27
Câmera Coolpix L340,Câmera,1550,2,2018-07-27
Smart TV LED Full HD 55',Televisão,2000,2,2018-07-27
Galaxy S10,Celular,4500,5,2018-07-27
Samsung Dual Core,Notebook,1500,2,2018-07-27
Smart TV 50' 4K,Televisão,2600,1,2018-07-27
Smart Watch MI,Smart Watch,1200,3,2018-07-27
iPhone 7,Celular,2500,5,2018-07-27
TV LED 32',Televisão,1400,4,2018-07-27
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-27
Galaxy S8,Celular,3000,2,2018-07-27
Smart Watch MI,Smart Watch,1200,5,2018-07-27
Galaxy S8,Celular,3000,2,2018-07-27
iPhone 6S,Celular,1900,5,2018-07-27
Câmera Digital Rebel T6,Câmera,1500,3,2018-07-27
Aspire 5,Notebook,2400,4,2018-07-27
Apple Watch,Smart Watch,1750,3,2018-07-27
Samsung Dual Core,Notebook,1500,1,2018-07-27
Smart Watch MI,Smart Watch,1200,3,2018-07-27
Smart TV 50' 4K,Televisão,2600,1,2018-07-27
Moto G7,Celular,1400,1,2018-07-27
Câmera Digital Rebel T6,Câmera,1500,5,2018-07-27
Smart Watch Galaxy,Smart Watch,1450,2,2018-07-27
Dell G7,Notebook,5500,1,2018-07-27
TV LED 32',Televisão,1400,2,2018-07-28
Moto G7,Celular,1400,4,2018-07-28
Dell G7,Notebook,5500,1,2018-07-28
Samsung Dual Core,Notebook,1500,4,2018-07-28
Câmera Digital Sony Cyber,Câmera,700,2,2018-07-28
Smart TV 50' 4K,Televisão,2600,2,2018-07-28
Smart Watch Galaxy,Smart Watch,1450,5,2018-07-28
Moto G7,Celular,1400,4,2018-07-28
Galaxy J8,Celular,1100,4,2018-07-28
Galaxy J8,Celular,1100,3,2018-07-28
Galaxy S10,Celular,4500,2,2018-07-28
Smart TV LED Full HD 55',Televisão,2000,3,2018-07-28
Samsung Dual Core,Notebook,1500,5,2018-07-28
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-28
TV LED 32',Televisão,1400,1,2018-07-28
Câmera Digital Rebel T6,Câmera,1500,3,2018-07-28
Aspire 5,Notebook,2400,3,2018-07-28
Smart TV 50' 4K,Televisão,2600,2,2018-07-28
Smart TV LED Full HD 55',Televisão,2000,3,2018-07-28
Câmera Coolpix L340,Câmera,1550,4,2018-07-28
Smart Watch MI,Smart Watch,1200,5,2018-07-28
Smart Watch MI,Smart Watch,1200,4,2018-07-28
iPhone XS,Celular,6500,1,2018-07-28
Câmera Digital Sony Cyber,Câmera,700,5,2018-07-28
Aspire 5,Notebook,2400,2,2018-07-28
Smart TV LED Full HD 55',Televisão,2000,4,2018-07-28
Moto Z,Celular,1500,5,2018-07-28
TV LED 32',Televisão,1400,4,2018-07-28
Smart TV 50' 4K,Televisão,2600,1,2018-07-29
Dell G7,Notebook,5500,4,2018-07-29
Smart Watch MI,Smart Watch,1200,5,2018-07-29
Câmera Coolpix L340,Câmera,1550,4,2018-07-29
Câmera Digital Sony Cyber,Câmera,700,2,2018-07-29
Smart TV 50' 4K,Televisão,2600,1,2018-07-29
iPhone XS,Celular,6500,2,2018-07-29
Moto G7,Celular,1400,4,2018-07-29
Smart TV 50' 4K,Televisão,2600,3,2018-07-29
Galaxy S8,Celular,3000,1,2018-07-29
Samsung Dual Core,Notebook,1500,5,2018-07-29
Samsung Dual Core,Notebook,1500,2,2018-07-29
Moto G7,Celular,1400,5,2018-07-29
Moto G7,Celular,1400,4,2018-07-29
Smart TV LED Full HD 55',Televisão,2000,1,2018-07-29
Câmera Digital Rebel T6,Câmera,1500,1,2018-07-29
Smart Watch Galaxy,Smart Watch,1450,4,2018-07-29
Moto G7,Celular,1400,5,2018-07-29
Smart TV 50' 4K,Televisão,2600,4,2018-07-29
Samsung Dual Core,Notebook,1500,3,2018-07-29
Smart TV LED Full HD 55',Televisão,2000,5,2018-07-29
Inspiron 15,Notebook,2300,4,2018-07-29
Smart TV LED Full HD 55',Televisão,2000,2,2018-07-29
Câmera Coolpix L340,Câmera,1550,1,2018-07-29
TV LED 32',Televisão,1400,4,2018-07-29
Smart Watch Galaxy,Smart Watch,1450,1,2018-07-29
Smart TV 50' 4K,Televisão,2600,3,2018-07-29
Smart Watch MI,Smart Watch,1200,1,2018-07-29
Smart TV 50' 4K,Televisão,2600,5,2018-07-29
Câmera Digital Sony Cyber,Câmera,700,5,2018-07-29
Smart TV 50' 4K,Televisão,2600,5,2018-07-29
Câmera Coolpix L340,Câmera,1550,5,2018-07-29
Câmera Coolpix L340,Câmera,1550,1,2018-07-30
Inspiron 15,Notebook,2300,2,2018-07-30
Smart Watch MI,Smart Watch,1200,5,2018-07-30
Smart TV LED Full HD 55',Televisão,2000,4,2018-07-30
Moto Z,Celular,1500,3,2018-07-30
Inspiron 15,Notebook,2300,1,2018-07-30
Smart TV LED Full HD 55',Televisão,2000,1,2018-07-30
Câmera Digital Sony Cyber,Câmera,700,4,2018-07-30
Galaxy S8,Celular,3000,3,2018-07-30
Moto Z,Celular,1500,4,2018-07-30
Câmera Digital Rebel T6,Câmera,1500,1,2018-07-30
Moto G7,Celular,1400,2,2018-07-30
Moto G7,Celular,1400,3,2018-07-30
Moto G7,Celular,1400,4,2018-07-30
Smart TV LED Full HD 55',Televisão,2000,1,2018-07-30
Aspire 5,Notebook,2400,5,2018-07-30
Câmera Coolpix L340,Câmera,1550,2,2018-07-30
Câmera Digital Sony Cyber,Câmera,700,5,2018-07-30
iPhone XS,Celular,6500,1,2018-07-30
Inspiron 15,Notebook,2300,4,2018-07-30
Câmera Coolpix L340,Câmera,1550,5,2018-07-30
iPhone 7,Celular,2500,2,2018-07-30
Smart TV 50' 4K,Televisão,2600,5,2018-07-30
Moto G7,Celular,1400,4,2018-07-30
Câmera Digital Sony Cyber,Câmera,700,2,2018-07-30
Dell G7,Notebook,5500,4,2018-07-30
Câmera Digital Rebel T6,Câmera,1500,3,2018-07-30
Smart TV 50' 4K,Televisão,2600,3,2018-07-30
Câmera Digital Rebel T6,Câmera,1500,2,2018-07-30
Samsung Dual Core,Notebook,1500,3,2018-07-30
iPhone XS,Celular,6500,2,2018-07-30
Inspiron 15,Notebook,2300,2,2018-07-30
Smart TV 50' 4K,Televisão,2600,5,2018-07-30
Samsung Dual Core,Notebook,1500,3,2018-07-31
Câmera Digital Rebel T6,Câmera,1500,4,2018-07-31
Câmera Coolpix L340,Câmera,1550,1,2018-07-31
Moto G7,Celular,1400,2,2018-07-31
Câmera Digital Sony Cyber,Câmera,700,5,2018-07-31
Aspire 5,Notebook,2400,4,2018-07-31
Smart TV LED Full HD 55',Televisão,2000,4,2018-07-31
Galaxy S10,Celular,4500,5,2018-07-31
Moto G7,Celular,1400,3,2018-07-31
Moto G7,Celular,1400,4,2018-07-31
Câmera Digital Rebel T6,Câmera,1500,5,2018-07-31
Inspiron 15,Notebook,2300,3,2018-07-31
Câmera Digital Rebel T6,Câmera,1500,1,2018-07-31
iPhone XS,Celular,6500,3,2018-07-31
iPad 32GB Wifi,Tablet,750,3,2018-07-31
Galaxy S8,Celular,3000,2,2018-07-31
Samsung Dual Core,Notebook,1500,4,2018-07-31
Smart TV LED Full HD 55',Televisão,2000,1,2018-07-31
Galaxy S8,Celular,3000,1,2018-07-31
Galaxy J8,Celular,1100,2,2018-07-31
Moto G7,Celular,1400,1,2018-07-31
Inspiron 15,Notebook,2300,1,2018-07-31
Smart TV LED Full HD 55',Televisão,2000,5,2018-07-31
Moto G7,Celular,1400,1,2018-07-31
Smart TV 50' 4K,Televisão,2600,3,2018-07-31
TV LED 32',Televisão,1400,5,2018-07-31
Câmera Digital Sony Cyber,Câmera,700,1,2018-07-31
Samsung Dual Core,Notebook,1500,3,2018-07-31
iPhone XS,Celular,6500,2,2018-08-01
Smart Watch MI,Smart Watch,1200,5,2018-08-01
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-01
Galaxy S8,Celular,3000,4,2018-08-01
Moto G7,Celular,1400,1,2018-08-01
Câmera Coolpix L340,Câmera,1550,2,2018-08-01
iPhone XS,Celular,6500,3,2018-08-01
Moto Z,Celular,1500,4,2018-08-01
Smart TV LED Full HD 55',Televisão,2000,2,2018-08-01
Câmera Digital Rebel T6,Câmera,1500,4,2018-08-01
Smart TV 50' 4K,Televisão,2600,3,2018-08-01
iPhone 7,Celular,2500,2,2018-08-01
iPhone XS,Celular,6500,3,2018-08-01
Câmera Digital Rebel T6,Câmera,1500,3,2018-08-01
Smart TV LED Full HD 55',Televisão,2000,1,2018-08-01
Galaxy S8,Celular,3000,5,2018-08-01
Câmera Coolpix L340,Câmera,1550,1,2018-08-01
Inspiron 15,Notebook,2300,4,2018-08-01
Samsung Dual Core,Notebook,1500,3,2018-08-01
Câmera Coolpix L340,Câmera,1550,2,2018-08-01
Galaxy S8,Celular,3000,1,2018-08-01
Smart Watch MI,Smart Watch,1200,4,2018-08-01
Aspire 5,Notebook,2400,2,2018-08-01
Smart TV LED Full HD 55',Televisão,2000,5,2018-08-01
Galaxy S8,Celular,3000,2,2018-08-01
Smart Watch MI,Smart Watch,1200,5,2018-08-02
Aspire 5,Notebook,2400,2,2018-08-02
Galaxy S8,Celular,3000,1,2018-08-02
Samsung Dual Core,Notebook,1500,3,2018-08-02
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-02
Galaxy S8,Celular,3000,1,2018-08-02
Moto G7,Celular,1400,2,2018-08-02
Galaxy S8,Celular,3000,5,2018-08-02
Moto G7,Celular,1400,3,2018-08-02
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-02
Moto G7,Celular,1400,1,2018-08-02
Câmera Digital Rebel T6,Câmera,1500,4,2018-08-02
Câmera Digital Sony Cyber,Câmera,700,4,2018-08-02
Smart TV LED Full HD 55',Televisão,2000,4,2018-08-02
TV LED 32',Televisão,1400,2,2018-08-02
Câmera Coolpix L340,Câmera,1550,1,2018-08-02
Galaxy S8,Celular,3000,5,2018-08-02
Moto Z,Celular,1500,3,2018-08-02
Samsung Dual Core,Notebook,1500,1,2018-08-02
Smart TV 50' 4K,Televisão,2600,3,2018-08-02
TV LED 32',Televisão,1400,3,2018-08-02
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-02
Câmera Digital Rebel T6,Câmera,1500,1,2018-08-02
iPhone XS,Celular,6500,4,2018-08-02
Smart TV 50' 4K,Televisão,2600,3,2018-08-02
Inspiron 15,Notebook,2300,1,2018-08-03
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-03
Moto G7,Celular,1400,1,2018-08-03
Samsung Dual Core,Notebook,1500,3,2018-08-03
Smart Watch Galaxy,Smart Watch,1450,1,2018-08-03
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-03
Samsung Dual Core,Notebook,1500,1,2018-08-03
iPhone XS,Celular,6500,5,2018-08-03
TV LED 32',Televisão,1400,1,2018-08-03
Galaxy J8,Celular,1100,4,2018-08-03
Câmera Digital Sony Cyber,Câmera,700,3,2018-08-03
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-03
Galaxy S8,Celular,3000,5,2018-08-03
Tablet M10 Android,Tablet,2000,4,2018-08-03
iPhone XS,Celular,6500,4,2018-08-03
Câmera Coolpix L340,Câmera,1550,1,2018-08-03
Moto G7,Celular,1400,4,2018-08-03
Smart Watch MI,Smart Watch,1200,1,2018-08-03
Smart TV 50' 4K,Televisão,2600,3,2018-08-03
Smart TV LED Full HD 55',Televisão,2000,4,2018-08-03
Moto Z,Celular,1500,5,2018-08-03
Dell G7,Notebook,5500,3,2018-08-04
iPhone 6S,Celular,1900,1,2018-08-04
Smart Watch MI,Smart Watch,1200,5,2018-08-04
Moto G7,Celular,1400,3,2018-08-04
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-04
Galaxy S8,Celular,3000,3,2018-08-04
Smart TV 50' 4K,Televisão,2600,4,2018-08-04
Smart TV LED Full HD 55',Televisão,2000,3,2018-08-04
Inspiron 15,Notebook,2300,1,2018-08-04
iPhone XS,Celular,6500,5,2018-08-04
Câmera Digital Rebel T6,Câmera,1500,1,2018-08-04
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-04
Apple Watch,Smart Watch,1750,4,2018-08-04
Câmera Digital Rebel T6,Câmera,1500,4,2018-08-04
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-04
Smart TV 50' 4K,Televisão,2600,5,2018-08-04
Smart Watch MI,Smart Watch,1200,4,2018-08-04
Smart TV 50' 4K,Televisão,2600,3,2018-08-04
iPhone XS,Celular,6500,3,2018-08-04
Samsung Dual Core,Notebook,1500,5,2018-08-04
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-04
Inspiron 15,Notebook,2300,5,2018-08-04
Câmera Digital Sony Cyber,Câmera,700,2,2018-08-04
Aspire 5,Notebook,2400,1,2018-08-04
Aspire 5,Notebook,2400,5,2018-08-04
Smart TV 50' 4K,Televisão,2600,3,2018-08-04
Samsung Dual Core,Notebook,1500,3,2018-08-04
Galaxy S8,Celular,3000,1,2018-08-05
Aspire 5,Notebook,2400,1,2018-08-05
Galaxy S8,Celular,3000,2,2018-08-05
iPhone 7,Celular,2500,3,2018-08-05
TV LED 32',Televisão,1400,5,2018-08-05
iPhone 6S,Celular,1900,5,2018-08-05
Aspire 5,Notebook,2400,1,2018-08-05
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-05
Dell G7,Notebook,5500,2,2018-08-05
Câmera Coolpix L340,Câmera,1550,2,2018-08-05
Samsung Dual Core,Notebook,1500,2,2018-08-05
Moto G7,Celular,1400,5,2018-08-05
iPhone 6S,Celular,1900,1,2018-08-05
iPhone XS,Celular,6500,4,2018-08-05
Dell G7,Notebook,5500,5,2018-08-05
Moto G7,Celular,1400,1,2018-08-05
Smart Watch MI,Smart Watch,1200,3,2018-08-05
TV LED 32',Televisão,1400,4,2018-08-05
iPhone 6S,Celular,1900,1,2018-08-05
Câmera Coolpix L340,Câmera,1550,3,2018-08-05
Câmera Digital Sony Cyber,Câmera,700,4,2018-08-05
Galaxy S10,Celular,4500,1,2018-08-05
Smart Watch MI,Smart Watch,1200,2,2018-08-06
Dell G7,Notebook,5500,5,2018-08-06
Smart TV 50' 4K,Televisão,2600,2,2018-08-06
Smart TV 50' 4K,Televisão,2600,2,2018-08-06
iPhone XS,Celular,6500,5,2018-08-06
Dell G7,Notebook,5500,2,2018-08-06
Aspire 5,Notebook,2400,5,2018-08-06
Inspiron 15,Notebook,2300,2,2018-08-06
Samsung Dual Core,Notebook,1500,3,2018-08-06
TV LED 32',Televisão,1400,5,2018-08-06
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-06
Smart Watch MI,Smart Watch,1200,1,2018-08-06
Smart TV LED Full HD 55',Televisão,2000,2,2018-08-06
Galaxy S8,Celular,3000,1,2018-08-06
Moto Z,Celular,1500,3,2018-08-06
Galaxy S8,Celular,3000,2,2018-08-06
Smart TV 50' 4K,Televisão,2600,1,2018-08-06
Galaxy S8,Celular,3000,3,2018-08-06
Galaxy S10,Celular,4500,3,2018-08-06
